,subcategoria,descricao_subcategoria,categoria,descricao_categoria,capitulo,descricao_capitulo,causa_violencia,causa_overdose
220,A498,Outras infecções bacterianas de localização não especificada,A49,Infecção bacteriana de localização não especificada,I,Algumas doenças infecciosas e parasitárias,0,0
221,A499,Infecção bacteriana não especificada,A49,Infecção bacteriana de localização não especificada,I,Algumas doenças infecciosas e parasitárias,0,0
222,A507,Sífilis congênita tardia não especificada,A50,Sífilis congênita,I,Algumas doenças infecciosas e parasitárias,0,0
223,A506,Sífilis congênita tardia latente,A50,Sífilis congênita,I,Algumas doenças infecciosas e parasitárias,0,0
224,A501,"Sífilis congênita precoce, forma latente",A50,Sífilis congênita,I,Algumas doenças infecciosas e parasitárias,0,0
225,A505,Outras formas tardias e sintomáticas da sífilis congênita,A50,Sífilis congênita,I,Algumas doenças infecciosas e parasitárias,0,0
226,A500,Sífilis congênita precoce sintomática,A50,Sífilis congênita,I,Algumas doenças infecciosas e parasitárias,0,0
227,A503,Oculopatia sifilítica congênita tardia,A50,Sífilis congênita,I,Algumas doenças infecciosas e parasitárias,0,0
228,A502,Sífilis congênita precoce não especificada,A50,Sífilis congênita,I,Algumas doenças infecciosas e parasitárias,0,0
229,A509,Sífilis congênita não especificada,A50,Sífilis congênita,I,Algumas doenças infecciosas e parasitárias,0,0
230,A504,Neurossífilis congênita tardia [neurossífilis juvenil],A50,Sífilis congênita,I,Algumas doenças infecciosas e parasitárias,0,0
231,A514,Outras formas de sífilis secundária,A51,Sífilis precoce,I,Algumas doenças infecciosas e parasitárias,0,0
232,A512,Sífilis primária de outras localizações,A51,Sífilis precoce,I,Algumas doenças infecciosas e parasitárias,0,0
233,A510,Sífilis genital primária,A51,Sífilis precoce,I,Algumas doenças infecciosas e parasitárias,0,0
234,A511,Sífilis anal primária,A51,Sífilis precoce,I,Algumas doenças infecciosas e parasitárias,0,0
235,A519,Sífilis precoce não especificada,A51,Sífilis precoce,I,Algumas doenças infecciosas e parasitárias,0,0
236,A513,Sífilis secundária da pele e das mucosas,A51,Sífilis precoce,I,Algumas doenças infecciosas e parasitárias,0,0
237,A515,Sífilis precoce latente,A51,Sífilis precoce,I,Algumas doenças infecciosas e parasitárias,0,0
238,A528,Sífilis tardia latente,A52,Sífilis tardia,I,Algumas doenças infecciosas e parasitárias,0,0
239,A520,Sífilis cardiovascular,A52,Sífilis tardia,I,Algumas doenças infecciosas e parasitárias,0,0
240,A523,Neurossífilis não especificada,A52,Sífilis tardia,I,Algumas doenças infecciosas e parasitárias,0,0
241,A527,Outras formas de sífilis tardia sintomática,A52,Sífilis tardia,I,Algumas doenças infecciosas e parasitárias,0,0
242,A521,Neurossífilis sintomática,A52,Sífilis tardia,I,Algumas doenças infecciosas e parasitárias,0,0
243,A529,Sífilis tardia não especificada,A52,Sífilis tardia,I,Algumas doenças infecciosas e parasitárias,0,0
244,A522,Neurossífilis assintomática,A52,Sífilis tardia,I,Algumas doenças infecciosas e parasitárias,0,0
245,A539,Sífilis não especificada,A53,Outras formas e as não especificadas da sífilis,I,Algumas doenças infecciosas e parasitárias,0,0
246,A530,"Sífilis latente, não especificada se recente ou tardia",A53,Outras formas e as não especificadas da sífilis,I,Algumas doenças infecciosas e parasitárias,0,0
247,A548,Outras infecções gonocócicas,A54,Infecção gonocócica,I,Algumas doenças infecciosas e parasitárias,0,0
248,A543,Infecção gonocócica do olho,A54,Infecção gonocócica,I,Algumas doenças infecciosas e parasitárias,0,0
249,A542,Pelviperitonite gonocócica e outras infecções geniturinárias gonocócicas,A54,Infecção gonocócica,I,Algumas doenças infecciosas e parasitárias,0,0
250,A545,Faringite gonocócica,A54,Infecção gonocócica,I,Algumas doenças infecciosas e parasitárias,0,0
251,A544,Infecção gonocócica do sistema músculo-esquelético,A54,Infecção gonocócica,I,Algumas doenças infecciosas e parasitárias,0,0
252,A549,Infecção gonocócica não especificada,A54,Infecção gonocócica,I,Algumas doenças infecciosas e parasitárias,0,0
253,A540,"Infecção gonocócica do trato geniturinário inferior, sem abscesso periuretral ou das glândulas acessórias",A54,Infecção gonocócica,I,Algumas doenças infecciosas e parasitárias,0,0
254,A546,Infecção gonocócica do ânus ou do reto,A54,Infecção gonocócica,I,Algumas doenças infecciosas e parasitárias,0,0
255,A541,"Infecção gonocócica do trato geniturinário inferior, com abscesso periuretral ou das glândulas acessórias",A54,Infecção gonocócica,I,Algumas doenças infecciosas e parasitárias,0,0
256,A55,Linfogranuloma (venéreo) por clamídia,A55,Linfogranuloma (venéreo) por clamídia,I,Algumas doenças infecciosas e parasitárias,0,0
257,A561,"Infecção por clamídias, pelviperitonial e de outros órgãos geniturinários",A56,Outras infecções causadas por clamídias transmitidas por via sexual,I,Algumas doenças infecciosas e parasitárias,0,0
258,A563,Infecção do ânus e do reto por clamídias,A56,Outras infecções causadas por clamídias transmitidas por via sexual,I,Algumas doenças infecciosas e parasitárias,0,0
259,A560,Infecções por clamídias do trato geniturinário inferior,A56,Outras infecções causadas por clamídias transmitidas por via sexual,I,Algumas doenças infecciosas e parasitárias,0,0
260,A562,"Infecção por clamídias do trato geniturinário, localização não especificada",A56,Outras infecções causadas por clamídias transmitidas por via sexual,I,Algumas doenças infecciosas e parasitárias,0,0
261,A564,Infecção da faringe por clamídias,A56,Outras infecções causadas por clamídias transmitidas por via sexual,I,Algumas doenças infecciosas e parasitárias,0,0
262,A568,"Infecção por clamídias transmitida por via sexual, de outras localizações",A56,Outras infecções causadas por clamídias transmitidas por via sexual,I,Algumas doenças infecciosas e parasitárias,0,0
263,A57,Cancro mole,A57,Cancro mole,I,Algumas doenças infecciosas e parasitárias,0,0
264,A58,Granuloma inguinal,A58,Granuloma inguinal,I,Algumas doenças infecciosas e parasitárias,0,0
265,A590,Tricomoníase urogenital,A59,Tricomoníase,I,Algumas doenças infecciosas e parasitárias,0,0
266,A599,Tricomoníase não especificada,A59,Tricomoníase,I,Algumas doenças infecciosas e parasitárias,0,0
267,A598,Outras localizações de tricomoníase,A59,Tricomoníase,I,Algumas doenças infecciosas e parasitárias,0,0
268,A601,Infecção da margem cutânea do ânus e do reto pelo vírus do herpes,A60,Infecções anogenitais pelo vírus do herpes [herpes simples],I,Algumas doenças infecciosas e parasitárias,0,0
269,A609,Infecção anogenital não especificada pelo vírus do herpes,A60,Infecções anogenitais pelo vírus do herpes [herpes simples],I,Algumas doenças infecciosas e parasitárias,0,0
270,A600,Infecção dos órgãos genitais e do trato geniturinário pelo vírus do herpes,A60,Infecções anogenitais pelo vírus do herpes [herpes simples],I,Algumas doenças infecciosas e parasitárias,0,0
271,A630,Verrugas anogenitais (venéreas),A63,"Outras doenças de transmissão predominantemente sexual, não classificadas em outra parte",I,Algumas doenças infecciosas e parasitárias,0,0
272,A638,Outras doenças especificadas de transmissão predominantemente sexual,A63,"Outras doenças de transmissão predominantemente sexual, não classificadas em outra parte",I,Algumas doenças infecciosas e parasitárias,0,0
273,A64,"Doenças sexualmente transmitidas, não especificadas",A64,"Doenças sexualmente transmitidas, não especificadas",I,Algumas doenças infecciosas e parasitárias,0,0
274,A65,Sífilis não-venérea,A65,Sífilis não-venérea,I,Algumas doenças infecciosas e parasitárias,0,0
275,A669,Bouba não especificada,A66,Bouba,I,Algumas doenças infecciosas e parasitárias,0,0
276,A667,Outras manifestações da bouba,A66,Bouba,I,Algumas doenças infecciosas e parasitárias,0,0
277,A666,Lesões osteoarticulares devidas à bouba,A66,Bouba,I,Algumas doenças infecciosas e parasitárias,0,0
278,A660,Lesões iniciais da bouba,A66,Bouba,I,Algumas doenças infecciosas e parasitárias,0,0
279,A665,Gangosa,A66,Bouba,I,Algumas doenças infecciosas e parasitárias,0,0
280,A664,Gomas e úlceras devidas à bouba,A66,Bouba,I,Algumas doenças infecciosas e parasitárias,0,0
281,A668,Bouba latente,A66,Bouba,I,Algumas doenças infecciosas e parasitárias,0,0
282,A663,Hiperceratose devida a bouba,A66,Bouba,I,Algumas doenças infecciosas e parasitárias,0,0
283,A661,Papilomas múltiplos e bouba plantar úmida (cravo de bouba),A66,Bouba,I,Algumas doenças infecciosas e parasitárias,0,0
284,A662,Outras lesões cutâneas precoces da bouba,A66,Bouba,I,Algumas doenças infecciosas e parasitárias,0,0
285,A671,Lesões intermediárias da pinta,A67,Pinta [carate],I,Algumas doenças infecciosas e parasitárias,0,0
286,A670,Lesões primárias da pinta,A67,Pinta [carate],I,Algumas doenças infecciosas e parasitárias,0,0
287,A679,Pinta não especificada,A67,Pinta [carate],I,Algumas doenças infecciosas e parasitárias,0,0
288,A673,Lesões mistas da pinta,A67,Pinta [carate],I,Algumas doenças infecciosas e parasitárias,0,0
289,A672,Lesões tardias da pinta,A67,Pinta [carate],I,Algumas doenças infecciosas e parasitárias,0,0
290,A681,Febre recorrente transmitida por carrapatos,A68,Febres recorrentes [Borrelioses],I,Algumas doenças infecciosas e parasitárias,0,0
291,A680,Febre recorrente transmitida por piolhos,A68,Febres recorrentes [Borrelioses],I,Algumas doenças infecciosas e parasitárias,0,0
292,A689,Febre recorrente não especificada,A68,Febres recorrentes [Borrelioses],I,Algumas doenças infecciosas e parasitárias,0,0
293,A699,"Infecção por espiroqueta, não especificada",A69,Outras infecções por espiroquetas,I,Algumas doenças infecciosas e parasitárias,0,0
294,A698,Outras infecções especificadas por espiroquetas,A69,Outras infecções por espiroquetas,I,Algumas doenças infecciosas e parasitárias,0,0
295,A690,Estomatite ulcerativa necrotizante,A69,Outras infecções por espiroquetas,I,Algumas doenças infecciosas e parasitárias,0,0
296,A691,Outras infecções de Vincent,A69,Outras infecções por espiroquetas,I,Algumas doenças infecciosas e parasitárias,0,0
297,A692,Doença de Lyme,A69,Outras infecções por espiroquetas,I,Algumas doenças infecciosas e parasitárias,0,0
298,A70,Infecções causadas por Clamídia psittaci,A70,Infecções causadas por Clamídia psittaci,I,Algumas doenças infecciosas e parasitárias,0,0
299,A711,Fase ativa do tracoma,A71,Tracoma,I,Algumas doenças infecciosas e parasitárias,0,0
300,A719,Tracoma não especificado,A71,Tracoma,I,Algumas doenças infecciosas e parasitárias,0,0
301,A710,Fase inicial do tracoma,A71,Tracoma,I,Algumas doenças infecciosas e parasitárias,0,0
302,A740,Conjuntivite causada por clamídias,A74,Outras doenças causadas por Clamídias,I,Algumas doenças infecciosas e parasitárias,0,0
303,A749,Infecção causada por clamídias não especificada,A74,Outras doenças causadas por Clamídias,I,Algumas doenças infecciosas e parasitárias,0,0
304,A748,Outras doenças causadas por clamídias,A74,Outras doenças causadas por Clamídias,I,Algumas doenças infecciosas e parasitárias,0,0
305,A752,Tifo por Rickettsia typhi,A75,Tifo exantemático,I,Algumas doenças infecciosas e parasitárias,0,0
306,A750,Tifo epidêmico transmitido por piolhos devido a Rickettsia prowazekii,A75,Tifo exantemático,I,Algumas doenças infecciosas e parasitárias,0,0
307,A751,Tifo recrudescente [doença de Brill],A75,Tifo exantemático,I,Algumas doenças infecciosas e parasitárias,0,0
308,A753,Tifo por Rickettsia tsutsugamuchi,A75,Tifo exantemático,I,Algumas doenças infecciosas e parasitárias,0,0
309,A759,Tifo não especificado,A75,Tifo exantemático,I,Algumas doenças infecciosas e parasitárias,0,0
310,A770,Febre maculosa por Rickettsia richettsii,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],I,Algumas doenças infecciosas e parasitárias,0,0
311,A778,Outras febres maculosas,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],I,Algumas doenças infecciosas e parasitárias,0,0
312,A771,Febre maculosa por Rickettsia conorii,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],I,Algumas doenças infecciosas e parasitárias,0,0
313,A779,Febre maculosa não especificada,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],I,Algumas doenças infecciosas e parasitárias,0,0
314,A773,Febre maculosa devida à Rickettsia australis,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],I,Algumas doenças infecciosas e parasitárias,0,0
315,A772,Febre maculosa devida à Rickettsia siberica,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],I,Algumas doenças infecciosas e parasitárias,0,0
316,A78,Febre Q,A78,Febre Q,I,Algumas doenças infecciosas e parasitárias,0,0
317,A799,Rickettsiose não especificada,A79,Outras rickettsioses,I,Algumas doenças infecciosas e parasitárias,0,0
318,A798,Outros tipos de rickettsioses especificadas,A79,Outras rickettsioses,I,Algumas doenças infecciosas e parasitárias,0,0
319,A790,Febre das trincheiras,A79,Outras rickettsioses,I,Algumas doenças infecciosas e parasitárias,0,0
320,A791,Rickettsiose variceliforme devida à Rickettsia akari,A79,Outras rickettsioses,I,Algumas doenças infecciosas e parasitárias,0,0
321,A803,"Poliomielites paralíticas agudas, outras e não especificadas",A80,Poliomielite aguda,I,Algumas doenças infecciosas e parasitárias,0,0
322,A809,Poliomielite aguda não especificada,A80,Poliomielite aguda,I,Algumas doenças infecciosas e parasitárias,0,0
323,A802,"Poliomielite paralítica aguda, vírus selvagem indígena",A80,Poliomielite aguda,I,Algumas doenças infecciosas e parasitárias,0,0
324,A804,Poliomielite aguda não-paralítica,A80,Poliomielite aguda,I,Algumas doenças infecciosas e parasitárias,0,0
325,A801,"Poliomielite paralítica aguda, vírus selvagem importado",A80,Poliomielite aguda,I,Algumas doenças infecciosas e parasitárias,0,0
326,A800,"Poliomielite paralítica aguda, associada ao vírus vacinal",A80,Poliomielite aguda,I,Algumas doenças infecciosas e parasitárias,0,0
327,A812,Leucoencefalopatia multifocal progressiva,A81,Infecções por vírus atípicos do sistema nervoso central,I,Algumas doenças infecciosas e parasitárias,0,0
328,A810,Doença de Creutzfeldt-Jakob,A81,Infecções por vírus atípicos do sistema nervoso central,I,Algumas doenças infecciosas e parasitárias,0,0
